id,job_id,link,job_title,job_location,company_name,num_applicants,posted_date,job_description,company_emails,job_poster_name,application_type,applied
1,3692122539,https://www.linkedin.com/jobs/view/3692122539/?eBP=CwEAAAGKBCYWC1rTxmuGQa7XGQUJMhDiYuDLTS6JBHRLysXda_Zq78ln4CkllhPgKQfJnSCLAt8ex3IB7dxMtRdgpryLhrbADm4qxSMH17QNT4ebgD4O9AM6M0Z1amVbRvAGuspi58Zo5qFGFMlymdJmOLCVfZkN1qim7PEGNL8T7Hkhq1Nkt-7_7kg8KTb9b-xiHZVj94v6BGWH7gqo6Aw-Icx0aM8r4vI43nrexG8f1KIR60rXal5k4Tz_SBJc-lcooBLrLLabw9lGsBwR2FzL69Sl-H9mhn_uyz1Un-zS4ii9hqx48-IGOUOXxvwVSZeEI5gZq_8hmOSodG33eSkTrznju4aPvrRrP5GFn2VhMzVVwRy-DHgc8DlqB_PMy4QZmszlp5Q8WWD8&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=qg7PCoNgSnWW5aZXmle2HA%3D%3D&trk=flagship3_search_srp_jobs,NetSuite Project Manager,berlin,IT Works Recruitment LTD,43 applicants,1 day ago,see link directly,[],Anthony Moss,internal,False
2,3676014504,https://www.linkedin.com/jobs/view/3676014504/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=P3mzkNpZHkcjHmjHruTUSQ%3D%3D&trk=flagship3_search_srp_jobs,Project Manager,berlin,Fever,140 applicants,1 month ago,see link directly,[],,internal,False
3,3646119027,https://www.linkedin.com/jobs/view/3646119027/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=9MLIbCOX24WOZDCg%2BMY%2BnQ%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager (m/w/d) im Flottenmanagement,berlin,Otoqi,26 applicants,2 months ago,see link directly,[],,internal,False
4,3673094152,https://www.linkedin.com/jobs/view/3673094152/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=GigYu2ABI44iq8wxeoyg5Q%3D%3D&trk=flagship3_search_srp_jobs,Junior Project Manager (DACH),berlin,Fever,128 applicants,1 month ago,see link directly,[],,internal,False
5,3646113506,https://www.linkedin.com/jobs/view/3646113506/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=%2FytGvStXnryLVilJiwwTww%3D%3D&trk=flagship3_search_srp_jobs,Senior SAP SD & OTC Project Manager,berlin,Belmont Lavan,45 applicants,2 months ago,see link directly,[],,internal,False
6,3689373858,https://www.linkedin.com/jobs/view/3689373858/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=MRwAs0iZ%2BSZ1%2F1l8MFWLoQ%3D%3D&trk=flagship3_search_srp_jobs,(Senior) Scrum Master (m/f/d),berlin,Forte Digital,211 applicants,1 week ago,see link directly,[],,internal,False
7,3691661409,https://www.linkedin.com/jobs/view/3691661409/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=M4QWA2iQpt2mNwPEVH75Gg%3D%3D&trk=flagship3_search_srp_jobs,Disease Manager / Medical Project Manager / Digital Health,berlin,mama health,41 applicants,1 month ago,see link directly,[],,internal,False
8,3678227030,https://www.linkedin.com/jobs/view/3678227030/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=vop1%2F63VZHS8AI2FgHY4Jw%3D%3D&trk=flagship3_search_srp_jobs,Project Manager - Security,berlin,ContinuityGS,12 applicants,1 month ago,see link directly,[],,internal,False
9,3689539664,https://www.linkedin.com/jobs/view/3689539664/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=fGuqEgd8I%2FlNqDBk9NSgvw%3D%3D&trk=flagship3_search_srp_jobs,Project Manager,berlin,The Court of the Citizens of the World,7 hours ago, · ,see link directly,['job@cinemaforpeace.com'],,internal,False
10,3687621911,https://www.linkedin.com/jobs/view/3687621911/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=zearr%2B7KI7AKEaXHG3iVPw%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager*in (m/w/d),berlin,GSE Gesellschaft für Stadtentwicklung gGmbH,8 applicants,1 week ago,see link directly,[],Luise Zaluski,internal,False
11,3680616542,https://www.linkedin.com/jobs/view/3680616542/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=9CPC2IXUIzxTysAY7UMR6A%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager/in (m/w/d) für Zeiterfassung und Zutrittssysteme,berlin,LÜTH & DÜMCHEN Automatisierungsprojekt GmbH,10 applicants,2 weeks ago,see link directly,[],Christian Hartmann,internal,False
12,2910689108,https://www.linkedin.com/jobs/view/2910689108/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=MMsoKYOxstMT%2FMPfFoNA6w%3D%3D&trk=flagship3_search_srp_jobs,(Senior) Digital Consultant / Projektmanager (m/w/d),berlin,Pinuts digital thinking GmbH,7 hours ago, · ,see link directly,[],Nicholas Schulz,internal,False
13,3689005597,https://www.linkedin.com/jobs/view/3689005597/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=Om7mkejQiivIa0gqME3Few%3D%3D&trk=flagship3_search_srp_jobs,Project Manager,berlin,Daksta | Connecting Mission Critical Talent,82 applicants,6 days ago,see link directly,[],Andrew English,internal,False
14,3669871576,https://www.linkedin.com/jobs/view/3669871576/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=PKXuTCvCX%2FZnqSLKJyEeUA%3D%3D&trk=flagship3_search_srp_jobs,B2B Partner bzw. Project Manager:in (w/m/d),berlin,CARRY Bottles ,8 applicants,4 weeks ago,see link directly,['jobs@carrybottles.com'],Emilia Kempert,internal,False
15,3682362710,https://www.linkedin.com/jobs/view/3682362710/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=y1Sq4oQDxLfEljmOsgSmKw%3D%3D&trk=flagship3_search_srp_jobs,Public Funding Project Manager (f/m/x),berlin,LiveEO,35 applicants,2 weeks ago,see link directly,[],Valentina Buga,internal,False
16,3687617494,https://www.linkedin.com/jobs/view/3687617494/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=8OVm6gFw6vkd7B7Vele%2BCQ%3D%3D&trk=flagship3_search_srp_jobs,Project Manager,berlin,Oyster,56 applicants,1 week ago,see link directly,[],Johan Nya Keutcha,internal,False
17,3686759025,https://www.linkedin.com/jobs/view/3686759025/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=0L3MczCPEOE8%2F7AokqF8KQ%3D%3D&trk=flagship3_search_srp_jobs,BESS Project Manager,berlin,EarthStream Global,91 applicants,1 week ago,see link directly,[],Sean Aluede,internal,False
18,3689590431,https://www.linkedin.com/jobs/view/3689590431/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=7NYNWD0cAjRZHZejubK5IA%3D%3D&trk=flagship3_search_srp_jobs,Project Manager,berlin,DroomDroom,6 minutes ago, · ,see link directly,[],,internal,False
19,3680487043,https://www.linkedin.com/jobs/view/3680487043/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=8T49otMe07gfgoodaNgSbA%3D%3D&trk=flagship3_search_srp_jobs,Testmanager / Projektmanager Testing (m/w/d),berlin,ALDB GmbH,15 applicants,2 weeks ago,see link directly,[],Volker Löbel,internal,False
20,3685309603,https://www.linkedin.com/jobs/view/3685309603/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=xWeAPWim5peQeV0jfXmy2w%3D%3D&trk=flagship3_search_srp_jobs,"Projektleitung für die ""Lange Nacht der Medien"" (Minijob)",berlin,Jugendpresse Berlin-Brandenburg e.V., · ,1 week ago,see link directly,[],Lukas Hinz,internal,False
21,3595172236,https://www.linkedin.com/jobs/view/3595172236/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=r8UMCUBB8%2BOV0e44pVc%2F5g%3D%3D&trk=flagship3_search_srp_jobs,Project Manager,berlin,Jefferson Wolfe,"1,429 applicants",Reposted  1 month ago,see link directly,[],Harry Stafford,internal,False
22,3643139211,https://www.linkedin.com/jobs/view/3643139211/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=aMhJDDoCfWUbs42crwdcBA%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager E-Health (x/f/m) - Stuttgart,berlin,Doctolib,43 applicants,Reposted  1 week ago,see link directly,['hr.dataprivacy@doctolib.com'],David Lindner,internal,False
23,3680391894,https://www.linkedin.com/jobs/view/3680391894/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=ysKApGLMAMTH9CRKmWDTYA%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager Kraftwerksbau,berlin,Amoria Bond,29 applicants,2 weeks ago,see link directly,['markus.joerig@amoriabond.com'],Markus Joerig,internal,False
24,3688631293,https://www.linkedin.com/jobs/view/3688631293/?eBP=JOB_SEARCH_ORGANIC&refId=hxdjai%2F0njHMiuJGKIINsg%3D%3D&trackingId=RB%2FcmnAwmrVlSaoOacyObw%3D%3D&trk=flagship3_search_srp_jobs,Senior Project Manager,berlin,Oyster,22 applicants,1 week ago,see link directly,[],,internal,False
