id,job_id,link,job_title,job_location,company_name,num_applicants,posted_date,job_description,company_emails,job_poster_name,application_type,applied
1,3646119027,https://www.linkedin.com/jobs/view/3646119027/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=FFeXOwXUW%2FiU5Qql7Nm%2BfQ%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager (m/w/d) im Flottenmanagement,"berlin, germany",Otoqi,52 applicants,3 months ago,see link directly,[],,internal,False
2,3716708009,https://www.linkedin.com/jobs/view/3716708009/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=G5Pp%2Bw2dA8x7lX1JbwU7ZQ%3D%3D&trk=flagship3_search_srp_jobs,Strategic Project Manager,"berlin, germany",Fever,243 applicants,1 week ago,see link directly,[],,internal,False
3,3673094152,https://www.linkedin.com/jobs/view/3673094152/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=H%2FqECZz76e0SVxOEN1vWSg%3D%3D&trk=flagship3_search_srp_jobs,Junior Project Manager (DACH),"berlin, germany",Fever,330 applicants,2 months ago,see link directly,[],,internal,False
4,3720792921,https://www.linkedin.com/jobs/view/3720792921/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=myaEMCTk1c1tB%2FZ54gDavA%3D%3D&trk=flagship3_search_srp_jobs,Customer Project Manager,"berlin, germany",Smart Reporting GmbH,709 applicants,6 days ago,see link directly,[],Agnes Schnell,internal,False
5,3725843934,https://www.linkedin.com/jobs/view/3725843934/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=aUTI6iDXnN3cxbqjSia1Pw%3D%3D&trk=flagship3_search_srp_jobs,Technical Delivery Manager,"berlin, germany",CoverGo | Insurtech,110 applicants,3 days ago,see link directly,[],,internal,False
6,3646113506,https://www.linkedin.com/jobs/view/3646113506/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=j3MGCLS8C2ItD5SfLHZ2aw%3D%3D&trk=flagship3_search_srp_jobs,Senior SAP SD & OTC Project Manager,"berlin, germany",Belmont Lavan,78 applicants,3 months ago,see link directly,[],,internal,False
7,3678227030,https://www.linkedin.com/jobs/view/3678227030/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=2bzMFjjIKutLEDpGgGMWxA%3D%3D&trk=flagship3_search_srp_jobs,Project Manager - Security,"berlin, germany",ContinuityGS,30 applicants,2 months ago,see link directly,[],,internal,False
8,3691661409,https://www.linkedin.com/jobs/view/3691661409/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=yUR63C%2Fq4whF1zfjcGvIiQ%3D%3D&trk=flagship3_search_srp_jobs,Disease Manager / Medical Project Manager / Digital Health,"berlin, germany",mama health,110 applicants,2 months ago,see link directly,[],Jonas Witt,internal,False
9,3689373858,https://www.linkedin.com/jobs/view/3689373858/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=%2Fr9liWAN4r1k4%2BrKFlGHFw%3D%3D&trk=flagship3_search_srp_jobs,(Senior) Scrum Master (m/f/d),"berlin, germany",Forte Digital,520 applicants,1 month ago,see link directly,[],,internal,False
10,3727808617,https://www.linkedin.com/jobs/view/3727808617/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=0Oi%2FRUkgXVQjIeJZC5r8gw%3D%3D&trk=flagship3_search_srp_jobs,Senior Projektmanager im Bahnbereich (m/w/d),"berlin, germany",Gleeds,4 hours ago, · ,see link directly,[],Monika Grünheid,internal,False
11,3725849048,https://www.linkedin.com/jobs/view/3725849048/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=9h8H11iEl7KiMXbSJvpsGg%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager*in (m/w/d) für Buchprojekte,"berlin, germany",Rotkel. Die Textwerkstatt,6 applicants,3 days ago,see link directly,['jobs@rotkel.de'],Jaroslaw Piwowarski,internal,False
12,3719359202,https://www.linkedin.com/jobs/view/3719359202/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=lSNz0xp8dw2zK0jieEjZ4g%3D%3D&trk=flagship3_search_srp_jobs,Project Manager (Vollzeit) in Berlin,"berlin, germany",Corussoft,52 applicants,3 days ago,see link directly,"['info@corussoft.de', 'info@corussoft.de']",Elisabeth Riehle,internal,False
13,3713414332,https://www.linkedin.com/jobs/view/3713414332/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=vqjTeNCk5r7WfZgZSweq1Q%3D%3D&trk=flagship3_search_srp_jobs,Projektleitung in der Mieterbetreuung (w/m/d) in Teilzeit (30h),"berlin, germany",SOPHIA Berlin GmbH,11 applicants,1 week ago,see link directly,"['bewerbung@sophia-berlin.de', 'hartmann@sophia-berlin.de']",,internal,False
14,3724428469,https://www.linkedin.com/jobs/view/3724428469/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=Ij9236ijOEQgI6R8XWo8wA%3D%3D&trk=flagship3_search_srp_jobs,Project Development Manager F/M,"berlin, germany",Axpo Group,24 applicants,6 days ago,see link directly,[],Thomas Faivre-Duboz,internal,False
15,3724469645,https://www.linkedin.com/jobs/view/3724469645/?eBP=JOB_SEARCH_ORGANIC&refId=uaERU3PUiWAgBfv7I%2BsRyA%3D%3D&trackingId=6Sp6S3diqHQ2XOX8MVbL5w%3D%3D&trk=flagship3_search_srp_jobs,Projekt Manager:in Veranstaltungen (m/w/d) in Vollzeit,"berlin, germany",ICC Germany e.V.,30 applicants,5 days ago,see link directly,['icc@iccgermany.de'],ICC Germany e.V.,internal,False
