id,job_id,link,job_title,job_location,company_name,num_applicants,posted_date,job_description,company_emails,job_poster_name,application_type,applied
1,3678676148,https://www.linkedin.com/jobs/view/3678676148/?eBP=CwEAAAGKHxnOMvc1vFU3XqG5wXnH9oCsznf6jUlYghosMYdgoBhYXL5lh_evkRQKi0205BY3azEfTlWoREdSJJvfMqHnGRxkqA3HGSVWoFFAJR3NYFD5Bu4tUtzGp0btjJgS-ZoXQIhDlMwx-3OWVtJTM-sJX6tfCzuY80SbeqQKa8oLpFPGQYg4t4wJ-89pjBLTccKtTN5XrNRPnUaJMGKm0-LbNGJa2zZf9kFTY4rKILPah5vk0ZhGuSSfESB9uIsMs4erk-lTQ5kYANf4Oyq7ji-8GbFtG8YvFH-G-Yh-bqe_wpzrwBFolikW7xaMdX_sh4yRbVg8m0WcEPqNsc83CNGxTgQgpsyaIkmF6ATAd86yOJoL0lr1U3aBmtHAiHg&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=YIQtpNabZeMTLIKytsCChQ%3D%3D&trk=flagship3_search_srp_jobs,"Projektmanager (w/m/d), Digitalisierung und IT",berlin,govdigital eG,89 applicants,3 weeks ago,see link directly,[],Julia Skrajewski,internal,True
2,3638119586,https://www.linkedin.com/jobs/view/3638119586/?eBP=CwEAAAGKHxnOMokXgBE4eKfWtQL0eXuADoiSM5lxBzLS9u3QpMgdrqvElHzz6HFhsKaJohFRiLkyGWZjQsk90RbhViFiHZDi-7zS5ZyJDe69P0uxU-117Iz63o_OQIfI6CDceFlZL9MFornCHFfIyA2TUOZcrCOV3fu5cH78ZQvIEREhLiHUfPKfH_IK6AfEaZDAwzbWdj5KwK34UCdlUKTOxm_BUGA_hX0IawVU3uKUES31PqclgDt42dtZ1splylTG-SSLKQrH5w7bcO1EHVjuCNTAqe1NxTU-T4RWKYsNFKG1s65TstJb1Vyn8czKjQFUFyxiSDZIOBlWVMDZTmT_3bNB01VgsCp8Ew&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=33x4pvPcwNKxOrlOZfGGPw%3D%3D&trk=flagship3_search_srp_jobs,Business Development Ingenieur (m/w/d) - Berlin,berlin,IKOS GROUP,72 applicants,Reposted  1 week ago,see link directly,['emueller@ikosconsulting.com'],,internal,True
3,3694839055,https://www.linkedin.com/jobs/view/3694839055/?eBP=CwEAAAGKHxnOMjZ2piXAc7wJuDsPcQz3Pk-vV0iwScIZ6QIomZwQ22wpOVh_gHFQfeav16GXtcUh8u3jcg2YXwdgMhUD6UbYcs7-m58zVgLCZEGQBUHP2HbkwfOdxBUpKZuVNjQjgxxUrjJfTzQ3kan_nhY4S28veqrYt5NnUjD7i1C91XcHYZ8NsJzF4Qv1OoBKS_lVhaJj40xt6Ptpt0wsI6YIyNhIcAF7MtUkfl-j-EivYu-PaZpffBrzriTDHGdVlPAXmmXQ_lHJDwCE5MlhlvKxDNc7S29ZrkL2TijoagxVogTl94Q9SxNG1TCYqJ9Jt0OnNYHaz7kvbnx2PTL-IzZ7RZsZZqPIURYTf2lsO7QDUrqJ5DE1Ql5ylFOqs8c&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=dVg4H0e8m9VEgMJhGjdPgg%3D%3D&trk=flagship3_search_srp_jobs,(Senior) Projektmanager-/In (m/w/d) Ladeinfrastruktur & E-Mobilität,berlin,SUMOCO - Sustainable Mobility Consulting GmbH,23 applicants,1 week ago,see link directly,[],Thomas Endriß,internal,True
4,3677744579,https://www.linkedin.com/jobs/view/3677744579/?eBP=CwEAAAGKHxnOMkYqM56fzpmhxfdk33-u4v3k0J-na45v7G3dlHC4uSya9HtdpMAmMwTWcPPF6gF4MubNwk2wN1NBzlWDtW2TAdkd60MgQO_WKLesybCSLyHXSYtv7V52LlvyOEAClnJvRMQNUOBByfz1VIkv_UluRgYBbIYNwwP4dDkHWePY0L0s4T1k0Imm7it0mtCX7_KDdSXawjtv0ptKnFUt9p7JxpMKdp3iYMyaI8UkQ4r6lkd6LkuIhWuOV0cnzz17BvP8bjnXRdTOT4CEtbkoU5T6-fQaRCZaJTSLrg7a9uSFGmSOIS45MjirLDAznlN2Tu4vwo9JChVDoobWJ1UCy_5eqGAjLULC7kLjj-Je7ES5-s07uipWEQlqDyo&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=KRHEW0xJMkg9g%2FBHvWM3KQ%3D%3D&trk=flagship3_search_srp_jobs,UA Manager: Google Ads,berlin,Almedia,113 applicants,2 weeks ago,see link directly,[],Eduardo Paixão Pereira,internal,True
5,3701150061,https://www.linkedin.com/jobs/view/3701150061/?eBP=JOB_SEARCH_ORGANIC&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=eQkY0pWTVeP3nhMrI9h1aA%3D%3D&trk=flagship3_search_srp_jobs,Technical Project Manager,berlin,Hayward Hawk,4 hours ago, · ,see link directly,[],Katie Doyle,internal,True
6,3541702932,https://www.linkedin.com/jobs/view/3541702932/?eBP=CwEAAAGKHxnOMg9CRq06GNTCMBK6R7SpadjLEX7ZYSDaIq_Vv9XYePuLaCHr5JWBdl446n8QV9pqVVWjj7fOe2LAqM7QLyjaGkKu36tGoYbXyD4VNK0KOZO6XEuzy5znqZgLNzzIhCT3ehQ8OercSb0Lm0xEZEeNOjyLd-kIkQnbqKferbSiVUfBKitnfSNnbELfURJmiBbQRavSgjZhhcfUMgbk_NjGMeK9CdizP4CLJ0fpGeIJNL4pPFxPj9c8cRFJRPsJYmmNCqHUAgH_eXC8ZRlIruta5uQlck7CVZMWMGXTqb8zmePkEXGONRtMum77KkaCor3DQmKE8GgH6RDnkUCXlNpvIV8kFlvLNa2pNYC30PWH8cQBiZFxXevbcNSV6wlj7qAx651UwEtLk1uyhenQ_9P2PUyd03b2&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=0ZqK6u5uN91aH1Wa7G6Eng%3D%3D&trk=flagship3_search_srp_jobs,Projektkoordinator/in technische Akustik in Berlin (m/w/x),berlin,Society for the Advancement of Applied Computer Science (GFaI) e.V.,46 applicants,4 months ago,see link directly,['bewerbung@gfai.de'],Gregor Wrobel,internal,True
7,3678883413,https://www.linkedin.com/jobs/view/3678883413/?eBP=CwEAAAGKHxnOMv1YisT5mua0UpCNOSftdDHDmgLnbX6lwxWjnoLuO4rp2QrNRfgqbt6z3D8BUkj7x-dhQpCLshM4ERPSdKzUdQoqTI3AOhVWdc7YdMxdF2UmuO5DdiYlZQPwp-_WmbVyWe25UcODXVp9LXtsp-assbFlin_LSwGOnQ_DuDzdq1TJXbFkfX2NM_Acobv2ytJCtta-WcORFaXGbzGqKTrGTIUHZGM_1r0QMCWMiXm_po2C1Vv9VZBqNxZwk5ZlCJPh9NNByK_zpdUUN0eimKZzInDUnsiUQ1ojU7jmXjN7SaIkdt0QIS-R5UdBzdwP8590CKUYSxEZZmJknK1kzjgoLdENy1F87E3qkbt6iRcX2WPESCXv2ZQL0bru3Ua1j2dtYWhBgDzi7OAyL_ZfU1uGV5EHEz3Q&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=LbeY%2Fb7yjvwa0wkUx0slSw%3D%3D&trk=flagship3_search_srp_jobs,Sachbearbeiter (m/w/d) im Busvermietungsservice,berlin,Prima Klima Reisen GmbH,14 applicants,3 weeks ago,see link directly,[],,internal,True
8,3686137325,https://www.linkedin.com/jobs/view/3686137325/?eBP=CwEAAAGKHxnOMoIXXfaEHtzMTJnMnSUpPVQsX9q9S2qYQixR8ngsTLmFT4NJVZQZt_Tc0e8dIN2wQelQvlzlXMc6D9RNU-V__iSYFjUQKCK9mE2AmvDLmUNCE8oiLiFb6i9erGwqsY8xeRSxVxMP-sudJbO83eluoBWET44cwoa4u8OuJBs5sjgP3dENw40YRdFEok0qqF72HpMbR1rp3An4yykVCerac4YP0T6BpIgjJaUvKQCRLUQ1zWw4NbYVVQtl6dM9B0OCCz6fseXrJA4CrGThvp5hMkOK8D5pSKnau8azhRAdIFi_wVc81RzQYWpYPVmrasea3c2ux_7fQ9dmxq6Z4lLhBB4u3oyY_jSWBHyR8upx3LtP3UewnzvT9TwKbqImyhM&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=w4CbDJClUr3V8Wi5sZdYyQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Automation Project Manager - 12 months+,berlin,Next Ventures,61 applicants,2 weeks ago,see link directly,['chloe.carr@next-ventures.com'],Chloe Carr,internal,True
9,3697638897,https://www.linkedin.com/jobs/view/3697638897/?eBP=CwEAAAGKHxnOMscRlKsgQxy7Y-tt_nAfVK3h0PNMSLSeM3Bn0NudjWZ3sS6XM_XE2kfrjtwLOwgEDnFgall6OESHjxg8F7ndxRe6DN2tp5Ug2EOxIVj1OAkcOsmPZeGbgpnI_fEdzNvH8SU2eG7ydnNFrYybasw7-GEhBgZkk2qR2xU607h_Xk9ZM4ZdXpUYbBk4M6aCNlwpVZs6L2LpXLqi7D3-sWsW8Ug9FPsExi8Bk6cBaPkOoxuZ4SU-NpyNm9hPrH-ne2dL4ZyliyVo6C_mJW8zxAxAOsAVPbEB-WPpsYboU5oe8qvkQdCjH47xYXHWIVW0nDYmGz30OMOKR6aj-dil0vpt-bvEag&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=zQPwcgIRIz3GqI7NdclSRQ%3D%3D&trk=flagship3_search_srp_jobs,Projektmanager im Bahnbereich (m/w/d),berlin,Gleeds,7 applicants,4 days ago,see link directly,[],Monika Grünheid,internal,True
10,3680743008,https://www.linkedin.com/jobs/view/3680743008/?eBP=CwEAAAGKHxnOMj2zbGtxS_tyLKMB1ZtdtbNtaslh1-nE1vRIMqV3Z8owJ0upONbi6KAc1jMWy1srHx0oZOSvQc4r-EbPtz1NeT5OfB8SqcUb9-vvq4QqPdDoM6vNuf6_l1qil2-4GQ996B_sa71RUmlLVEZjTjmTJ90iXoVS6oYaBTc9g18vsaMaKjoDNDTvpkfw5d_QDXoE9-brY99QiUfGBbW8EjQc8llwT6v8cf45ji5WqesEDVguaynxpNpWpvBTidmn10EJ2FKhb-F8fKtkBDH1ghzUFAzbEsV3dJh8v1o3iaiqvDEduXJKJwn1V5OyojDCwrpNNasDITnm6q-9WTI9VOGpVqCF-RpI1YroyiSJNRTL2glCpv9fGbSmX5O1DZ9lU-ud1Q&refId=VO8lSw%2BIU0tndYV9l0o7%2BA%3D%3D&trackingId=9mzfRWtNFe4LvcYMwTttlA%3D%3D&trk=flagship3_search_srp_jobs,Senior Project Manager - SAP S/4 Hana (w/m/d),berlin,Cloud SAP,44 applicants,2 weeks ago,see link directly,['alex.mcguigan@cloud-international.com'],Alex McGuigan,internal,True
